example	label	target	dataset
only nazis would charge <number> bucks for a tee shirt	offensive	{'None', 'Jewish', 'Men', 'Women'}	twitter
<user> you ’ re nazi omg that you ’ re a moron	offensive	{'None', 'Jewish', 'Caucasian'}	twitter
i don ’ t see how y ’ all ride around listening to bounce that shit so ghetto amp give me a headache 😂	offensive	{'None', 'Other', 'African'}	twitter
it a proven medical fact that retards do not know how to use punctuation in a sentence it also a fact that only a homo can tolerate homos do you pitch or catch or both	offensive	{'Homosexual', 'Other', 'Men'}	gab
while black african ghetto trash disrespect it	offensive	{'Women', 'African', 'Men'}	gab
how much mental flip flopping does it require when you are talking about <number> million immigrants and a democratic party that seeks to incite them against a scapegoated native population because they want votes	offensive	{'Refugee', 'Other'}	gab
yes gay marriage does affect you just as high divorce rates affect you <number> in <number> kids grow up fatherless today which contributes hugely to sexual identity problems later in life gay marriages only compound the struggle of homosexual identity by bringing others into the equation including kids	offensive	{'Homosexual', 'Other', 'Women'}	gab
for sure most deaths occured when leadership of camps transferred from german to uk i have not even found <number> infant mortality record from all the jewess women giving birth at the camps there is one camp the allies actually bombed and killed <number> of thousands directly	offensive	{'None', 'Jewish'}	gab
you sit around watching biggernall while thousands of your women and children are being raped every day and your country is being burned to the ground what good are you ur a worthless pos	offensive	{'None', 'Other', 'Women'}	gab
loulou lou loulou lou <number> minutes ago they are all felons you can take the man out of the ghetto but can not take the ghetto out of the man ﻿	offensive	{'None', 'African'}	gab
well they do line to brag about their involvement in gay rights and they practically own tv	offensive	{'None', 'Homosexual'}	gab
now theres the inner nazi comming out just like most white people blacklivesmatter	offensive	{'Caucasian'}	gab
so the average european is welcoming these nigger and sandnigger rapists into their cities towns and villages	offensive	{'Caucasian', 'African', 'Islam', 'Arab'}	gab
holy man from switzerland tells daily mail that cancer caused by immigrants 😅	offensive	{'Refugee', 'Women', 'Men'}	gab
watch out john those rat jews love to play in with stool shit he just may take you up on that 😐	offensive	{'Women', 'Jewish', 'Men'}	gab
i think what this is chart is saying is that the easiest way to eliminate white people is to bring in unlimited numbers of african immigrants into their countries sounds awesome blackcrimematters	offensive	{'None', 'African', 'Caucasian'}	gab
some sad sacks of shit can only ever get attention by being as completely retarded obnoxious as humanly possible such pathetic nothings would have been totally shunned before social media the greatest failing of the internet is that it exposes us to the blatherings of blithering retards	offensive	{'None', 'Other'}	gab
leave it to christians to send women to die in war because they do not want them opressed of course i am joking but i am sure it hard to tell for some	offensive	{'Christian', 'Women'}	gab
oh wow i never knew that what a feminazi was holy shit i definitely do not fit that bill i just thought it was some made up word	offensive	{'None', 'Women'}	gab
something i have noticed in life every competent efficient person you d want running a local or federal government is inevitably in the private sector because meritocracy every mouth breathing sub par retard on cruise control you wish you could drown in the sea is in the public sector	offensive	{'None', 'Other'}	gab
for guerilla warfafe events like lasvegasshooting is why many jews seek fame posing as conservatives on twitter and in radio shows so they can feed their followers all kinds of false talking points away from the truth after their attacks	offensive	{'Women', 'Jewish', 'Men'}	gab
and yes i expect ryan gosling to be retarded without rachel sean young who is truly insane irl living happily ever after with white replicant children i too fail to see the point of this other than as a typische rebooted hollyjood creativity failure and cash grab	offensive	{'None', 'Other'}	gab
that a retard in a suit	offensive	{'None', 'Other', 'Men'}	gab
communist revisionists on the city council in austin tx voted to eliminate columbus day use indigenous people instead said columbus was violence hatred they just dissed all italians un freaking believable	offensive	{'None', 'Other'}	gab
a real piece of work also bending over for the arabs metruth ausfam	offensive	{'None', 'Homosexual', 'Arab'}	gab
i am tech retarded i would not be able to form a group because i am tech retarded	offensive	{'None', 'Other'}	gab
no one gives a fuck about this thread look at the response times keep letting a dwarf a sand nigger and a street shitter run marketing lol	offensive	{'Islam', 'Arab'}	gab
no wonder hillary laughs about that time she defended the guy who raped that young girl dickileaks	offensive	{'None', 'Other'}	gab
most of that red is due to starvation american blacks do worship the brain dead rapper stoner lifestyle to the detriment of their own children not to mention i think they have aborted most of their possible geniuses that would have pulled themselves up from the ghetto into greatness	offensive	{'Women', 'African', 'Men'}	gab
white billionaires and one loser inbred smelly muzzie protecting their highly overpaid antique farm equipment being disrespectful jerk offs this far into the nfl season is somewhat surprising seeing the slow bleeding week after week is a bonus though	offensive	{'None', 'Caucasian', 'Arab', 'Other', 'Islam'}	gab
i hope he ends up being raped legally and then in prison raped for real	offensive	{'None', 'Men'}	gab
yea me too i thought white genocide but there white ppl everywhere when you know what really going on it makes sense there will be nothing but muslims worldwide slave race while the white elites do their thing dumbing down society is part of it look how dumb the leftists are	offensive	{'None', 'Other', 'Islam'}	gab
tfw a complete retard strawmans you into a corbyn supporting socialist when you have to tell your leftists university friends he a cuck everyday	offensive	{'None', 'Other'}	gab
proof that sadly trump says some retarded things sometimes	offensive	{'Other'}	gab
common sense says the solution to every problem in the world is white men jews say the problem with everything in the world is white men it would seem that jews are a problem	offensive	{'Jewish', 'Caucasian'}	gab
do not be a retarded tool and do your research before you start defaming people who are just trying to tell you the truth	offensive	{'None', 'Other'}	gab
the only negro i d shed a tear for	offensive	{'Women', 'African', 'Men'}	gab
<user> look mommie a nice intelligent man is owning a hateful retarded troll	offensive	{'None', 'Other'}	gab
i signed up for pandora in a ghetto city and all my ads are aids prevention pills and gun crime psas 😂 🤡	offensive	{'Women', 'None', 'African', 'Men'}	gab
it remains to be seen if asians can produce any good philosophers chinese universities now actually discuss at a high level western thought criminals like carl schmidt unlike western universities full of actual communists so i guess we will see if they manage to turn anything good out	offensive	{'Asian'}	gab
jesus i think for me personally the most annoying thing about this whole mess is that so so so many of these women like to screech peddle their mostly feminazi pro woman bullshit when it all lies hypocrisy	offensive	{'Women'}	gab
would love to see libtards get in this new social media arena so they can actually handle truthful mocking insults without getting their faggot panties twisted and reporting comments like the sackless bitches they are	offensive	{'None', 'Homosexual', 'Other'}	gab
this whole winestain misspelling intentional thing takes me back to a simpler time when men sexually assaulted women instead of kids them were the good ole days	offensive	{'Women', 'Heterosexual', 'Men'}	gab
i wonder how many illegal immigrants will still seek sanctuary in california lol	offensive	{'Refugee'}	gab
jared the guys retarded he thinks that fascist and marxist are the same thing and he also hates racists while saying he can not be a nigger since he has to good grammar the guy is certifiable retarded or a women	offensive	{'Other', 'Women', 'African'}	gab
fakeeminem people forget marshall bruce mathers ii was suburban born and bred wannabe ghetto king deal with it eminem is pathetic maga	offensive	{'None'}	gab
hypocrites more gems from kimmel here he has women feel his crotch to guess what he stuffed in his pants kimmel you should put your mouth on it	offensive	{'Other', 'Women'}	gab
welp another <number> day zuck cuck they really hate the word faggot over there at the hook of faces	offensive	{'Homosexual'}	gab
amusing to think that white people will never be given a referendum on expelling the jews from our nations when you think about things in such terms it becomes abundantly clear that we are expected by our governments to suffer jewish parasitism without the right to defend ourselves	offensive	{'Jewish', 'Caucasian'}	gab
